Code,Name,Category,Price_CLP,Availability,Delivery,Inventario,Supplier,Brand
PRI24330RS,DESTACADOR PELIKAN NEON MARKER ROSADO,DESTACADOR NEON,473.3333333333333,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PELIKAN
PRI24330VE,DESTACADOR PELIKAN NEON MARKER VERDE,DESTACADOR NEON,473.3333333333333,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PELIKAN
PRI87671,SOBRE ACOLCHADO OFICIO N¬∫6 24X31 CM,SOBRE ACOLCHADO OFICIO,677.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI45940SUR,SEPARADOR CARTA SELLOFFICE PASTEL PACK 6 UNIDADES,SEPARADOR CARTA SELLOFFICE,703.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SELLOFFICE
PRI52847,BOLSA DE ASEO VIRUTEX PEQUEÑA 50X70 CM 10 UNIDADES,BOLSA DE ASEO,627.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,VIRUTEX
PRI25873,VASO DESECHABLE TUC TRANSPARENTE 7 OZ 200 ML 50 UNIDADES,VASO TUC,688.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TUC
PRI53049,PAÑO FIBRO ESPONJA ABSORBENTE 17X18 CM,PAÑO FIBRO ESPONJA,645.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FIBRO
PRI74420AZ,CINTA DE REGALO ROLY COLOR 20 MM X 40 M AZUL,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420BL,CINTA DE REGALO ROLY COLOR 20 MM X 40 M BLANCO,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420CL,CINTA DE REGALO ROLY COLOR 20 MM X 40 M CELESTE,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420DO,CINTA DE REGALO ROLY COLOR 20 MM X 40 M DORADO,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420LI,CINTA DE REGALO ROLY COLOR 20 MM X 40 M LILA,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420RJ,CINTA DE REGALO ROLY COLOR 20 MM X 40 M ROJO,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420RO,CINTA DE REGALO ROLY COLOR 20 MM X 40 M ROSADO,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI74420VP,CINTA DE REGALO ROLY COLOR 20 MM X 40 M VERDE PISTACHO,CINTA DE,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ROLY COLOR
PRI83899,ESFERAS DE PLUMAVIT N¬∫ 3.5 10 UNIDADES,ESFERAS DE PLUMAVIT,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI10243,GALLETA DULCE COSTA TUAREG 120 G,GALLETA DULCE COSTA,697.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,COSTA
PRI43757,AGUA MINERAL LIV SIN GAS 3 L,AGUA MINERAL LIV,700.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,LIV
PRI88659,CORRECTOR LIQUIDO EN LAPIZ ARTEL PUNTA METALICA 7 ML,CORRECTOR LAPIZ,603.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ARTEL
PRI13005,VASO DE VIDRIO PARA REFRESCO-VINO 8.5X0.60 CM,VASO DE VIDRIO,703.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI10037,BOLIGRAFO HAND CON PLACA Y BASE DE PARED AZUL,BOLIGRAFO HAND,704.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,HAND
PRI25329,DOBLE CLIP ADIX 25 MM CAJA DE 12 UNIDADES,DOBLE CLIPS 25 MM,706.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ADIX
PRI23624LI,JABON EN BARRA TROME PARA LAVAR FRESCURA DE LIMON 190 G,JABON EN BARRA,706.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TROME
PRI71915FL,JABON EN BARRA TROME PARA LAVAR PERFUME DE FLORES 190 G,JABON EN BARRA,706.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TROME
PRI11492,PLATO DOMINGO PLASTICO BLANCO 15 CM 20 UNIDADES,PLATO DOMINGO PLASTICO,706.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,DOMINGO
PRI43365,PASTA DENTAL FRESH UP 90 G,PASTA DENTAL FRESH,708.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FRESH UP
PRI36107,PAPAS FRITAS KRYZPO ORIGINAL 37 G,PAPAS FRITAS KRYZPO,710.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,KRYZPO
PRI21892,TE NEGRO SUPREMO LA RENDIDORA 20 BOLSITAS,TE NEGRO SUPREMO,710.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SUPREMO
PRI39883AM,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA AMARILLO,DESTACADOR,501.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ADIX
PRI39883NJ,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA NARANJO,DESTACADOR,501.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ADIX
PRI17204,VASO DESECHABLE DOMINGO 10 OZ 290 ML TRANSPARENTE PAQUETE 25 UNIDADES,VASO DOMINGO,712.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,DOMINGO
PRI16185GR,AGUA FRUTAL CACHANTUN MAS GRANADA 600 ML SIN GAS,AGUA FRUTAL,714.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CACHANTUN
PRI16185MZ,AGUA FRUTAL CACHANTUN MAS MANZANA 600 ML SIN GAS,AGUA FRUTAL,714.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CACHANTUN
PRI16185PR,AGUA FRUTAL CACHANTUN MAS PERA 600 ML SIN GAS,AGUA FRUTAL,714.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CACHANTUN
PRI16181,AGUA SABORIZADA CACHANTUN MAS CITRICA 600 ML,AGUA SABORIZADA CACHANTUN,714.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CACHANTUN
PRI25122,ADHESIVO COLA FRIA TORRE STICK MAGIA ESCOLAR 120 G,COLA FRIA,558.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TORRE
PRI51103,VIRUTILLA PISO MANLAC EXTRAGRUESA N°6 MEDIANA,VIRUTILLA PISO,715.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MANLAC
PRI98380,MOJADEDOS PARA CONTAR PELIKAN D2 14 G,MOJADEDOS PARA CONTAR,716.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PELIKAN
PRI15379,BLOCK DE APUNTES J.S. 1/64 PAPEL HILADO 54 G 100 HOJAS,BLOCK DE APUNTES,717.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,J.S.
PRI24389,ESTILOGRAFO PELIKAN TECHNO LINER 86 NEGRO 0.3 MM,ESTILOGRAFO PELIKAN TECHNO,720.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PELIKAN
PRI14270,GALLETA DOS EN UNO VINO 160 G,GALLETA DOS EN,720.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,DOS EN UNO
PRI82687,PINCEL ARTEL N°1 SERIE 103,PINCEL ARTEL N,360.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ARTEL
PRI10981AZ,TINTA TALINAY PARA TAMPON 20 CC AZUL,TINTA TALINAY PARA,731.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TALINAY
PRI10981RJ,TINTA TALINAY PARA TAMPON 20 CC ROJA,TINTA TALINAY PARA,731.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TALINAY
PRI25383,MARCADOR DE BILLETES FALSOS PELIKAN PUNTA GRUESA 5.0 MM,MARCADOR DE,732.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PELIKAN
PRI10580AZ,TINTA CHINA TALINAY FRASCO 20 CC AZUL,TINTA CHINA TALINAY,732.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TALINAY
PRID760515,TIZA GIOTTO ENROBEE BARNIZ BLANCA 10 UNIDADES,TIZA GIOTTO ENROBEE,732.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GIOTTO
PRI65252LA,LIMPIAVIDRIOS SAPOLIO LAVANDA DOYPACK 500 ML,LIMPIAVIDRIOS SAPOLIO LAVANDA,734.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SAPOLIO
PRI16404,CAJA DE ARCHIVO STANDARD KRAFT 35X12.5X23.6 CM,CAJA DE ARCHIVO,738.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI79379,CUCHARA DE SOPA FINA ACERO INOXIDABLE,CUCHARA DE SOPA,740.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI65255,LIMPIADOR ANTIGRASA SAPOLIO DOYPACK 500 ML,LIMPIADOR ANTIGRASA SAPOLIO,740.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SAPOLIO
PRI65255NA,LIMPIADOR ANTIGRASA SAPOLIO DOYPACK NARANJA 500 ML,LIMPIADOR ANTIGRASA SAPOLIO,740.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SAPOLIO
PRI10889,ADHESIVO EN BARRA GIOTTO ADHESIVA 21 G,ADHESIVO EN BARRA,622.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GIOTTO
PRI10558,LAPIZ BICOLOR FABER-CASTELL 737 AZUL ROJO,LAPIZ BICOLOR FABER,742.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI85326,BEBIDA GASEOSA BILZ LATA 350 ML,BEBIDA GASEOSA BILZ,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BILZ&PAP
PRI10963,BEBIDA GASEOSA CANADA DRY GINGER ALE 310 ML LATA,BEBIDA GASEOSA,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CANADA DRY
PRI82103,BEBIDA GASEOSA CANADA DRY LIMON SODA LATA 310 ML,BEBIDA GASEOSA,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CANADA DRY
PRI85325,BEBIDA GASEOSA KEM PIÑA LATA 310 ML,BEBIDA GASEOSA KEM,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,KEM
PRI85327,BEBIDA GASEOSA PAP LATA 350 ML,BEBIDA GASEOSA PAP,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BILZ&PAP
PRI82038,BEBIDA GASEOSA PEPSI CLASICA LATA 350 ML,BEBIDA GASEOSA PEPSI,743.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,PEPSI
PRI83592AZ,ESCARCHA NP AZUL 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI83592,ESCARCHA NP COLORES SURTIDOS 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI83592DO,ESCARCHA NP DORADO 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI83592PL,ESCARCHA NP PLATEADO 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI83592RJ,ESCARCHA NP ROJO 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI83592VE,ESCARCHA NP VERDE 3 G TIRA DE 10 UNIDADES,ESCARCHA NP,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NP
PRI33343CL,LENTE STEELPRO US EAGLE TECH CLARO,LENTE STEELPRO US,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,STEELPRO
PRI33343GR,LENTE STEELPRO US EAGLE TECH GRIS,LENTE STEELPRO US,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,STEELPRO
PRI70281,PARCHE CURITA CRANBERRY IMPERMEABLE CAJA DE 30 UNIDADES,PARCHE CURITA CRANBERRY,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CRANBERRY
PRI29614,PILA ALCALINA MAXELL AAA BLISTER DE 2 UNIDADES,PILA ALCALINA MAXELL,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MAXELL
PRI29615,PILA ALCALINA MAXELL AA BLISTER DE 2 UNIDADES,PILA ALCALINA MAXELL,745.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MAXELL
PRI10627,CORRECTOR LIQUIDO LIQUID PAPER BOTELLA DE 20 ML,CORRECTOR LIQUIDO LIQUID,747.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,LIQUID PAPER
PRI11043AZ,MARCADOR PERMANENTE BIC DESECHABLE PUNTA REDONDA AZUL,MARCADOR PERMANENTE BIC,747.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BIC
PRI11043RJ,MARCADOR PERMANENTE BIC DESECHABLE PUNTA REDONDA ROJO,MARCADOR PERMANENTE BIC,747.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BIC
PRI39883RO,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA ROSADO,DESTACADOR,501.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ADIX
PRI39883VE,DESTACADOR ADIX TRANSPARENTE PUNTA BISELADA VERDE,DESTACADOR,501.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ADIX
PRI85427VE,DESTACADOR SELLOBOSS VERDE,DESTACADOR VERDE,503.3333333333333,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SELLOBOSS
PRI78760,CINTA MASKING TESA UNIVERSAL 25 MM X 50 M,MASKING,1806.6666666666665,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TESA
PRI44035,CORCHETES RAPID STANDARD 26/6 CAJA DE 1000 UNIDADES,CORCHETES 26/6,287.77777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,RAPID
PRI36068,CORRECTOR LIQUIDO EN BOTELLA BIC ECO AQUA 20 ML,CORRECTOR LIQUIDO,755.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BIC
PRI83977,LANA FINA VIRUTEX CLASICA GRANDE,LANA VIRUTEX,760.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,VIRUTEX
PRI83653,CLORO DETTER 3% 1 L,CLORO L,761.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,DETTER
PRI45914,FORMULARIO RECIBO VALE POR ISOFIT 100 HOJAS,FORMULARIO RECIBO VALE,761.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ISOFIT
PRI12938,BOLSA DE ASEO SUPERIOR CHICA 50X70 CM 10 UNIDADES,BOLSA DE ASEO,684.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SUPERIOR
PRI51119,ESPONJA ABRASIVA MANLAC ANATOMICA,ESPONJA MANLAC,656.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MANLAC
PRI56867,PORTACLIPS OFFIONE REDONDO MALLA METALICA 9X3 CM NEGRO,PORTACLIPS,762.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,OFFIONE
PRI77396,SACACORCHETE NOVUS PINZA B80,SACACORCHETE PINZA,762.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,NOVUS
PRI29170,VENDA CON YESO CRANBERRY NO ESTERIL 270X10 CM,VENDA CON YESO,762.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CRANBERRY
PRI12885,VISORES PORTALEYENDA SOCOMISCH 25 UNIDADES,VISORES SOCOMISCH,762.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,SPYRA
PRI46023,LAPIZ GRAFITO STABILO SWANO 4909 2HB,LAPIZ GRAFITO STABILO,287.77777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,STABILO
PRI10551,LAPIZ GRAFITO FABER-CASTELL N°2 B 1210 CON GOMA AMARILLO,LAPIZ GRAFITO,470.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI76701,LAPIZ GRAFITO FABER-CASTELL 2B TRIANGULAR JUMBO,LAPIZ GRAFITO FABER,484.44444444444446,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832211B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 1B,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832211H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 1H,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832212B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 2B,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832212H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 2H,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832213B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 3B,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832213H,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 3H,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRI832214B,LAPIZ GRAFITO FABER CASTELL GOLDFABER 1221 4B,LAPIZ GRAFITO FABER,765.5555555555555,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FABER CASTELL
PRID495639,BLOCK DE DIBUJO ARTEL LICEO 60 20 HOJAS,BLOCK DE DIBUJO,766.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ARTEL
21818,PAÑUELO FACIAL ELITE ESTUCHE 50 HOJAS,PAÑUELO FACIAL,769.4444444444445,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ELITE
PRI21818,PAÑUELO FACIAL ELITE ESTUCHE 50 HOJAS,PAÑUELO FACIAL ELITE,770.0,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,ELITE PROFESSIONAL
PRI91127X1,BOLSA DE ASEO VIRUTEX CARGA PESADA 110X120 CM 1 UNIDAD,BOLSA DE ASEO,761.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,VIRUTEX
PRI71132,BOLSA DE ASEO GOLIAT MAXIPACK MEDIANO 70X90 CM 10 UNIDADES,BOLSA DE ASEO,771.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GOLIAT
PRI18283,CARPETA PLASTIFICADA TORRE AZUL,CARPETA TORRE,771.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TORRE
PRI10888,CINTA AISLANTE TESA 18 MM X 10 M NEGRO,CINTA AISLANTE,771.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TESA
PRI18835,TRAPERO MGF SIMPLE CON OJAL ALGODON 50X50 CM,TRAPERO MGF SIMPLE,771.1111111111111,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MGF
PRI43585,CINTA ADHESIVA TESA CRISTAL ECOLOGICA 19 MM X 10 M,CINTA ADHESIVA,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TESA
PRI84604RJ,MARCADOR MULTIUSO OHP PUNTA FINA ROJO,MARCADOR MULTIUSO OHP,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI84604,MARCADOR MULTIUSO TRATTO OHP PUNTA FINA AZUL,MARCADOR MULTIUSO TRATTO,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI84604NG,MARCADOR MULTIUSO TRATTO OHP PUNTA FINA NEGRO,MARCADOR MULTIUSO TRATTO,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI84605,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA AZUL,MARCADOR MULTIUSO TRATTO,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI84605NG,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA NEGRO,MARCADOR MULTIUSO TRATTO,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI84605RJ,MARCADOR MULTIUSO TRATTO OHP PUNTA MEDIA ROJO,MARCADOR MULTIUSO TRATTO,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,TRATTO
PRI12365AZ,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 AZUL,MARCADOR PERMANENTE MONAMI,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MONAMI
PRI12365NG,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 NEGRO,MARCADOR PERMANENTE MONAMI,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MONAMI
PRI12365RJ,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 ROJO,MARCADOR PERMANENTE MONAMI,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MONAMI
PRI12365VE,MARCADOR PERMANENTE MONAMI SIGMAFLO LIQUID 121 VERDE,MARCADOR PERMANENTE MONAMI,772.2222222222222,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MONAMI
PRI77367NG,BOLIGRAFO GEL UNIBALL UM-100 SIGNO 0.5 MM NEGRO,LAPIZ GEL,677.7777777777777,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,UNIBALL
PRI45928,LAPICES DE COLORES FILGO PINTO 12 UNIDADES,LAPICES DE COLORES,776.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,FILGO
PRI12637,VASO DESECHABLE DOMINGO BLANCO 300 ML 10 OZ 25 UNIDADES,VASO DOMINGO,776.6666666666666,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,DOMINGO
PRI16818,BEBIDA GASEOSA CANADA DRY GINGER ALE ZERO LATA 350 ML,BEBIDA GASEOSA,778.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,CANADA DRY
PRI87310AM,CARPETA COLGANTE BUHO TERMOLAMINADA AMARILLO,CARPETA BUHO,653.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BUHO
PRI87310AZ,CARPETA COLGANTE BUHO TERMOLAMINADA AZUL,CARPETA BUHO,653.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BUHO
PRI87310RJ,CARPETA COLGANTE BUHO TERMOLAMINADA ROJO,CARPETA BUHO,653.3333333333334,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,BUHO
PRI12459,TRAPERO MANOS DE CHILE OSNABURGO SIN OJAL 48X80 CM,TRAPERO MANOS,778.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,MANOS DE CHILE
PRI87219,TRAPERO MANOS DE CHILE SIMPLE SIN OJAL ALGODON 50X70 CM,TRAPERO MANOS,778.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
PRI85108,LENTEJUELAS COLORES SURTIDOS SET 10 BOLSAS,LENTEJUELAS COLORES SURTIDOS,778.8888888888889,Tiempo a convenir,Retiro en Estación Central RM o envío pagado por el cliente,,PRISA,GENERICO
